A	12.5	-16.0	-40.0
A	12.5	16.0	-40.0
A	7.5	19.0	38.0
A	7.5	19.0	13.0
A	6.0	16.0	-25.0
A	6.0	-16.0	-25.0
B	10.0	-16.0	7.5
B	10.0	16.0	7.5
A	0	-23.0	48.0	7.0	48.0
A	0	-23.0	18.0	-23.0	48.0
A	0	7.0	18.0	7.0	48.0
A	0	-23.0	18.0	7.0	18.0
B	0	-4.6	13.1	4.6	13.1
B	0	-4.6	1.9000000000000004	-4.6	13.1
B	0	4.6	1.9000000000000004	4.6	13.1
B	0	-4.6	1.9000000000000004	4.6	1.9000000000000004
